level,category,word,word_furigana,kana,romaji,pos,meaning_zh,example_furigana,example_zh
N2,な形容詞（N2）,不遜,不遜[ふそん],ふそん,fuson,な形,不遜的、狂妄的,上司[じょうし]に 対[たい]する 不遜[ふそん]な 口[くち]の 利[き]き 方[かた]を 注意[ちゅうい]された。,因對上司狂妄的說話方式而被提醒。
N2,な形容詞（N2）,強欲,強欲[ごうよく],ごうよく,gōyoku,な形,貪得無厭的,強欲[ごうよく]な 商人[しょうにん]が 村人[むらびと]を 苦[くる]しめた。,貪得無厭的商人使村民受苦。
N2,な形容詞（N2）,貪欲,貪欲[どんよく],どんよく,don'yoku,な形,貪婪的、貪得的,彼[かれ]は 知識[ちしき]に 貪欲[どんよく]で、 常[つね]に 学[まな]んでいる。,他對知識貪得無厭，總是在學習。
N2,な形容詞（N2）,冷淡,冷淡[れいたん],れいたん,reitan,な形,冷淡的,困[こま]っている 人[ひと]に 冷淡[れいたん]な 態度[たいど]を 取[と]った。,對有困難的人採取冷淡的態度。
N2,な形容詞（N2）,薄情,薄情[はくじょう],はくじょう,hakujō,な形,薄情的,連絡[れんらく]もくれないなんて 薄情[はくじょう]な 人[ひと]だ。,連個聯絡都沒有，真是薄情的人。
N2,な形容詞（N2）,非情,非情[ひじょう],ひじょう,hijō,な形,無情的、冷酷的,戦争[せんそう]は 非情[ひじょう]な 現実[げんじつ]を 突[つ]きつける。,戰爭讓人直面無情的現實。
N2,な形容詞（N2）,無情,無情[むじょう],むじょう,mujō,な形,無情的,無情[むじょう]にも 雨[あめ]は 降[ふ]り 続[つづ]いた。,無情地，雨仍持續下著。
N2,な形容詞（N2）,残酷,残酷[ざんこく],ざんこく,zankoku,な形,殘酷的,そんな 残酷[ざんこく]な 仕打[しう]ちは 許[ゆる]せない。,那樣殘酷的對待令人無法原諒。
N2,な形容詞（N2）,冷酷,冷酷[れいこく],れいこく,reikoku,な形,冷酷的,彼[かれ]は 冷酷[れいこく]な 判断[はんだん]を 下[くだ]した。,他做出了冷酷的判斷。
N2,な形容詞（N2）,過酷,過酷[かこく],かこく,kakoku,な形,苛刻的、嚴酷的,過酷[かこく]な 労働[ろうどう]で 体[からだ]を 壊[こわ]した。,因嚴酷的勞動而搞壞了身體。
N2,な形容詞（N2）,厳格,厳格[げんかく],げんかく,genkaku,な形,嚴格的,父[ちち]は 厳格[げんかく]な 人[ひと]で、 門限[もんげん]に 厳[きび]しい。,父親很嚴格，對門禁很嚴。
N2,な形容詞（N2）,厳正,厳正[げんせい],げんせい,gensei,な形,嚴正的、公正的,審査[しんさ]は 厳正[げんせい]に 行[おこな]われた。,審查是嚴正地進行的。
N2,な形容詞（N2）,公正,公正[こうせい],こうせい,kōsei,な形,公正的,審判[しんぱん]には 公正[こうせい]な 判断[はんだん]が 求[もと]められる。,裁判需要公正的判斷。
N2,な形容詞（N2）,厳粛,厳粛[げんしゅく],げんしゅく,genshuku,な形,嚴肅莊嚴的,式典[しきてん]は 厳粛[げんしゅく]な 雰囲気[ふんいき]で 進[すす]んだ。,典禮在莊嚴的氣氛中進行。
N2,な形容詞（N2）,神聖,神聖[しんせい],しんせい,shinsei,な形,神聖的,この 山[やま]は 神聖[しんせい]な 場所[ばしょ]とされている。,這座山被視為神聖的場所。
N2,な形容詞（N2）,荘厳,荘厳[そうごん],そうごん,sōgon,な形,莊嚴的,大聖堂[だいせいどう]の 荘厳[そうごん]な 雰囲気[ふんいき]に 圧倒[あっとう]された。,被大教堂莊嚴的氣氛所震撼。
N2,な形容詞（N2）,壮大,壮大[そうだい],そうだい,sōdai,な形,雄偉壯闊的,目[め]の 前[まえ]に 壮大[そうだい]な 景色[けしき]が 広[ひろ]がった。,眼前展開了雄偉壯闊的景色。
N2,な形容詞（N2）,雄大,雄大[ゆうだい],ゆうだい,yūdai,な形,雄偉的,山頂[さんちょう]から 雄大[ゆうだい]な 自然[しぜん]を 眺[なが]めた。,從山頂眺望雄偉的大自然。
N2,な形容詞（N2）,広大,広大[こうだい],こうだい,kōdai,な形,廣大的,北海道[ほっかいどう]には 広大[こうだい]な 牧場[ぼくじょう]がある。,北海道有廣大的牧場。
N2,な形容詞（N2）,甚大,甚大[じんだい],じんだい,jindai,な形,巨大的（損害）,台風[たいふう]で 農業[のうぎょう]に 甚大[じんだい]な 被害[ひがい]が 出[で]た。,颱風給農業造成了巨大的損害。
N2,な形容詞（N2）,絶大,絶大[ぜつだい],ぜつだい,zetsudai,な形,極大的,あの 歌手[かしゅ]は 若者[わかもの]に 絶大[ぜつだい]な 人気[にんき]がある。,那位歌手在年輕人中有極大的人氣。
N2,な形容詞（N2）,多大,多大[ただい],ただい,tadai,な形,極多的、莫大的,皆様[みなさま]には 多大[ただい]なご 協力[きょうりょく]をいただいた。,承蒙各位極大的協助。
N2,な形容詞（N2）,深刻,深刻[しんこく],しんこく,shinkoku,な形,嚴重的、深刻的,少子化[しょうしか]は 深刻[しんこく]な 問題[もんだい]になっている。,少子化正成為嚴重的問題。
N2,な形容詞（N2）,切実,切実[せつじつ],せつじつ,setsujitsu,な形,迫切的、切身的,住民[じゅうみん]の 願[ねが]いは 切実[せつじつ]だ。,居民的願望很迫切。
N2,な形容詞（N2）,痛切,痛切[つうせつ],つうせつ,tsūsetsu,な形,痛切的、深切的,自分[じぶん]の 力不足[ちからぶそく]を 痛切[つうせつ]に 感[かん]じた。,深切地感受到自己能力的不足。
N2,な形容詞（N2）,悲惨,悲惨[ひさん],ひさん,hisan,な形,悲慘的,事故現場[じこげんば]は 悲惨[ひさん]な 状況[じょうきょう]だった。,事故現場是悲慘的狀況。
N2,な形容詞（N2）,凄惨,凄惨[せいさん],せいさん,seisan,な形,淒慘的,戦場[せんじょう]の 凄惨[せいさん]な 光景[こうけい]に 言葉[ことば]を 失[うしな]った。,面對戰場淒慘的景象，說不出話來。
N2,な形容詞（N2）,無残,無残[むざん],むざん,muzan,な形,慘不忍睹的,花壇[かだん]が 嵐[あらし]で 無残[むざん]に 荒[あ]らされた。,花圃被暴風雨摧殘得慘不忍睹。
N2,な形容詞（N2）,哀れ,哀[あわ]れ,あわれ,aware,な形,可憐的、悲哀的,雨[あめ]に 濡[ぬ]れた 子猫[こねこ]が 哀[あわ]れに 見[み]えた。,被雨淋濕的小貓看起來很可憐。
N2,な形容詞（N2）,惨め,惨[みじ]め,みじめ,mijime,な形,悲慘的、狼狽的,大勢[おおぜい]の 前[まえ]で 失敗[しっぱい]して 惨[みじ]めだった。,在眾人面前失敗，覺得很狼狽。
N2,な形容詞（N2）,健気,健気[けなげ],けなげ,kenage,な形,堅強可嘉的,幼[おさな]い 子[こ]が 健気[けなげ]に 母[はは]を 助[たす]けている。,年幼的孩子堅強地幫助著母親。
N2,な形容詞（N2）,殊勝,殊勝[しゅしょう],しゅしょう,shushō,な形,難能可貴的、值得嘉許的,反省[はんせい]するとは 殊勝[しゅしょう]な 心[こころ]がけだ。,懂得反省是難能可貴的用心。
N2,な形容詞（N2）,謙虚,謙虚[けんきょ],けんきょ,kenkyo,な形,謙虛的,成功[せいこう]しても 謙虚[けんきょ]な 姿勢[しせい]を 忘[わす]れない。,即使成功也不忘謙虛的態度。
N2,な形容詞（N2）,控えめ,控[ひか]えめ,ひかえめ,hikaeme,な形,含蓄的、有節制的,彼女[かのじょ]は 控[ひか]えめで、あまり 自分[じぶん]の 話[はなし]をしない。,她很含蓄，不太談自己的事。
N2,な形容詞（N2）,内向的,内向的[ないこうてき],ないこうてき,naikōteki,な形,內向的,弟[おとうと]は 内向的[ないこうてき]で、 人前[ひとまえ]が 苦手[にがて]だ。,弟弟很內向，不擅長在人前。
N2,な形容詞（N2）,外向的,外向的[がいこうてき],がいこうてき,gaikōteki,な形,外向的,姉[あね]は 外向的[がいこうてき]で、 友達[ともだち]が 多[おお]い。,姊姊很外向，朋友很多。
N2,な形容詞（N2）,社交的,社交的[しゃこうてき],しゃこうてき,shakōteki,な形,善於社交的,彼[かれ]は 社交的[しゃこうてき]で、 誰[だれ]とでもすぐ 打[う]ち 解[と]ける。,他善於社交，跟誰都能很快熟絡。
N2,な形容詞（N2）,閉鎖的,閉鎖的[へいさてき],へいさてき,heisateki,な形,封閉的,あの 村[むら]は 閉鎖的[へいさてき]で、よそ 者[もの]を 警戒[けいかい]する。,那個村子很封閉，對外人有戒心。
N2,な形容詞（N2）,排他的,排他的[はいたてき],はいたてき,haitateki,な形,排他的,排他的[はいたてき]な 考[かんが]え 方[かた]は 対立[たいりつ]を 生[う]む。,排他的想法會產生對立。
N2,な形容詞（N2）,利己的,利己的[りこてき],りこてき,rikoteki,な形,利己的、自私的,利己的[りこてき]な 行動[こうどう]は 仲間[なかま]の 信頼[しんらい]を 失[うしな]う。,自私的行為會失去同伴的信任。
N2,な形容詞（N2）,利他的,利他的[りたてき],りたてき,ritateki,な形,利他的,彼[かれ]の 利他的[りたてき]な 行[おこな]いに 多[おお]くの 人[ひと]が 感動[かんどう]した。,他利他的行為感動了許多人。
N2,な形容詞（N2）,献身的,献身的[けんしんてき],けんしんてき,kenshinteki,な形,獻身的、奉獻的,看護師[かんごし]は 患者[かんじゃ]に 献身的[けんしんてき]に 尽[つ]くした。,護理師對病患盡心地奉獻。
N2,な形容詞（N2）,情熱的,情熱的[じょうねつてき],じょうねつてき,jōnetsuteki,な形,熱情的,彼[かれ]は 情熱的[じょうねつてき]に 自分[じぶん]の 夢[ゆめ]を 語[かた]った。,他熱情地講述自己的夢想。
N2,な形容詞（N2）,理知的,理知的[りちてき],りちてき,richiteki,な形,理智的,彼女[かのじょ]は 理知的[りちてき]で、 冷静[れいせい]に 物事[ものごと]を 判断[はんだん]する。,她很理智，能冷靜地判斷事情。
N2,な形容詞（N2）,論理的,論理的[ろんりてき],ろんりてき,ronriteki,な形,邏輯的,論理的[ろんりてき]に 説明[せつめい]すれば、 相手[あいて]も 納得[なっとく]する。,只要有邏輯地說明，對方也會信服。
N2,な形容詞（N2）,合理的,合理的[ごうりてき],ごうりてき,gōriteki,な形,合理的,この 方法[ほうほう]は 時間[じかん]を 節約[せつやく]できて 合理的[ごうりてき]だ。,這個方法能節省時間，很合理。
N2,な形容詞（N2）,非合理,非合理[ひごうり],ひごうり,higōri,な形,不合理的,非合理[ひごうり]な 慣習[かんしゅう]は 見直[みなお]すべきだ。,不合理的慣例應該重新檢討。
N2,な形容詞（N2）,不条理,不条理[ふじょうり],ふじょうり,fujōri,な形,荒謬的、不合情理的,世[よ]の 中[なか]には 不条理[ふじょうり]なことも 多[おお]い。,世上不合情理的事情也很多。
N2,な形容詞（N2）,理不尽,理不尽[りふじん],りふじん,rifujin,な形,蠻不講理的,上司[じょうし]の 理不尽[りふじん]な 要求[ようきゅう]に 腹[はら]が 立[た]つ。,對上司蠻不講理的要求感到生氣。
N2,な形容詞（N2）,無茶,無茶[むちゃ],むちゃ,mucha,な形,亂來的、荒唐的,一晩[ひとばん]で 終[お]わらせるなんて 無茶[むちゃ]な 話[はなし]だ。,要一晚上完成真是亂來。
N2,な形容詞（N2）,無謀,無謀[むぼう],むぼう,mubō,な形,魯莽的、有勇無謀的,準備[じゅんび]もせず 登山[とざん]するのは 無謀[むぼう]だ。,不做準備就去登山太魯莽了。
N2,な形容詞（N2）,執拗,執拗[しつよう],しつよう,shitsuyō,な形,執拗的、糾纏不休的,記者[きしゃ]が 執拗[しつよう]に 質問[しつもん]を 繰[く]り 返[かえ]した。,記者執拗地反覆提問。
N2,な形容詞（N2）,巧妙,巧妙[こうみょう],こうみょう,kōmyō,な形,巧妙的,犯人[はんにん]は 巧妙[こうみょう]な 手口[てぐち]で 逃[に]げた。,犯人以巧妙的手法逃走了。
N2,な形容詞（N2）,精巧,精巧[せいこう],せいこう,seikō,な形,精巧的,この 模型[もけい]は 精巧[せいこう]に 作[つく]られている。,這個模型製作得很精巧。
N2,な形容詞（N2）,絶妙,絶妙[ぜつみょう],ぜつみょう,zetsumyō,な形,絕妙的,二人[ふたり]の 絶妙[ぜつみょう]な 連携[れんけい]で 点[てん]を 取[と]った。,兩人以絕妙的配合得了分。
N2,な形容詞（N2）,軽妙,軽妙[けいみょう],けいみょう,keimyō,な形,輕鬆詼諧的,司会者[しかいしゃ]の 軽妙[けいみょう]な 話術[わじゅつ]に 会場[かいじょう]が 沸[わ]いた。,主持人詼諧的口才讓全場沸騰。
N2,な形容詞（N2）,奇抜,奇抜[きばつ],きばつ,kibatsu,な形,奇特新穎的,彼[かれ]の 奇抜[きばつ]な 発想[はっそう]が 注目[ちゅうもく]を 集[あつ]めた。,他奇特的想法引起了關注。
N2,な形容詞（N2）,斬新,斬新[ざんしん],ざんしん,zanshin,な形,嶄新的、新穎的,この 店[みせ]は 斬新[ざんしん]なデザインで 話題[わだい]だ。,這家店以新穎的設計成為話題。
N2,な形容詞（N2）,画期的,画期的[かっきてき],かっきてき,kakkiteki,な形,劃時代的,その 発明[はつめい]は 画期的[かっきてき]な 出来事[できごと]だった。,那項發明是劃時代的大事。
N2,な形容詞（N2）,先進的,先進的[せんしんてき],せんしんてき,senshinteki,な形,先進的,この 国[くに]は 環境[かんきょう] 技術[ぎじゅつ]が 先進的[せんしんてき]だ。,這個國家的環境技術很先進。
N2,な形容詞（N2）,保守的,保守的[ほしゅてき],ほしゅてき,hoshuteki,な形,保守的,祖父[そふ]は 考[かんが]え 方[かた]が 保守的[ほしゅてき]だ。,祖父的想法很保守。
N2,な形容詞（N2）,革新的,革新的[かくしんてき],かくしんてき,kakushinteki,な形,革新的,革新的[かくしんてき]な 技術[ぎじゅつ]が 業界[ぎょうかい]を 変[か]えた。,革新的技術改變了業界。
N2,な形容詞（N2）,意欲的,意欲的[いよくてき],いよくてき,iyokuteki,な形,積極進取的,新人[しんじん]は 意欲的[いよくてき]に 仕事[しごと]に 取[と]り 組[く]んでいる。,新人積極進取地投入工作。
N2,な形容詞（N2）,精力的,精力的[せいりょくてき],せいりょくてき,seiryokuteki,な形,精力充沛的,監督[かんとく]は 精力的[せいりょくてき]に 各地[かくち]を 回[まわ]っている。,導演精力充沛地跑遍各地。
N2,な形容詞（N2）,活動的,活動的[かつどうてき],かつどうてき,katsudōteki,な形,活躍的、好動的,彼女[かのじょ]は 活動的[かつどうてき]で、じっとしていられない。,她很好動，靜不下來。
N2,な形容詞（N2）,機動的,機動的[きどうてき],きどうてき,kidōteki,な形,機動的、靈活的,少人数[しょうにんずう]で 機動的[きどうてき]に 対応[たいおう]する。,以少數人靈活地應對。
N2,な形容詞（N2）,臨機応変,臨機応変[りんきおうへん],りんきおうへん,rinkiōhen,な形,隨機應變的,状況[じょうきょう]に 応[おう]じて 臨機応変[りんきおうへん]に 動[うご]く。,視情況隨機應變地行動。
N2,な形容詞（N2）,几帳面,几帳面[きちょうめん],きちょうめん,kichōmen,な形,一絲不苟的、嚴謹的,彼[かれ]は 几帳面[きちょうめん]で、いつも 約束[やくそく]の 時間[じかん]を 守[まも]る。,他一絲不苟，總是遵守約定的時間。
N2,な形容詞（N2）,神経質,神経質[しんけいしつ],しんけいしつ,shinkeishitsu,な形,神經質的,兄[あに]は 音[おと]に 神経質[しんけいしつ]で、すぐ 目[め]を 覚[さ]ます。,哥哥對聲音很神經質，一下就醒。
N2,な形容詞（N2）,陰気,陰気[いんき],いんき,inki,な形,陰沉的、憂鬱的,部屋[へや]が 暗[くら]いと 陰気[いんき]な 感[かん]じがする。,房間昏暗就給人陰沉的感覺。
N2,な形容詞（N2）,晴れやか,晴[は]れやか,はれやか,hareyaka,な形,開朗的、晴朗的,合格[ごうかく]して 晴[は]れやかな 気分[きぶん]だ。,考上了，心情很開朗。
N2,な形容詞（N2）,煌びやか,煌[きら]びやか,きらびやか,kirabiyaka,な形,絢爛華麗的,舞台[ぶたい]の 衣装[いしょう]は 煌[きら]びやかだった。,舞台的服裝絢爛華麗。
N2,な形容詞（N2）,しなやか,しなやか,しなやか,shinayaka,な形,柔韌的、柔軟優美的,猫[ねこ]はしなやかな 体[からだ]で 塀[へい]を 越[こ]えた。,貓以柔韌的身體翻過了圍牆。
N2,な形容詞（N2）,細やか,細[こま]やか,こまやか,komayaka,な形,細膩的、體貼入微的,彼女[かのじょ]の 細[こま]やかな 心遣[こころづか]いに 感謝[かんしゃ]した。,感謝她細膩的體貼。
N2,な形容詞（N2）,密か,密[ひそ]か,ひそか,hisoka,な形,暗中的、秘密的,彼[かれ]は 密[ひそ]かに 転職[てんしょく]の 準備[じゅんび]を 進[すす]めていた。,他暗中在進行轉職的準備。
N2,な形容詞（N2）,愚か,愚[おろ]か,おろか,oroka,な形,愚蠢的,同[おな]じ 過[あやま]ちを 繰[く]り 返[かえ]すのは 愚[おろ]かだ。,重複同樣的過錯是愚蠢的。
N2,な形容詞（N2）,疎か,疎[おろそ]か,おろそか,orosoka,な形,疏忽的、馬虎的,基本[きほん]の 練習[れんしゅう]を 疎[おろそ]かにしてはいけない。,不能疏忽了基本的練習。
N2,な形容詞（N2）,大まか,大[おお]まか,おおまか,ōmaka,な形,粗略的、大致的,まず 大[おお]まかな 計画[けいかく]を 立[た]てよう。,先擬定一個大致的計畫吧。
N2,な形容詞（N2）,敏感,敏感[びんかん],びんかん,binkan,な形,敏感的,彼女[かのじょ]は 流行[りゅうこう]に 敏感[びんかん]だ。,她對流行很敏感。
N2,な形容詞（N2）,露骨,露骨[ろこつ],ろこつ,rokotsu,な形,露骨的、赤裸裸的,彼[かれ]は 露骨[ろこつ]に 嫌[いや]な 顔[かお]をした。,他露骨地擺出厭惡的表情。
N2,副詞（N2）,予て,予[かね]て,かねて,kanete,副,事先；老早以前,予[かね]て 希望[きぼう]していた 会社[かいしゃ]に 就職[しゅうしょく]できた。,進了老早就嚮往的公司。
N2,副詞（N2）,兼ねて,兼[か]ねて,かねて,kanete,副,事先；早就,兼[か]ねて 計画[けいかく]していた 旅行[りょこう]にやっと 行[い]ける。,終於能去早就計畫好的旅行了。
N2,副詞（N2）,予てより,予[かね]てより,かねてより,kaneteyori,副,從以前就,予[かね]てより 噂[うわさ]のあった 店[みせ]にようやく 入[はい]れた。,終於進了那家老早就傳聞不斷的店。
N2,副詞（N2）,元来,元来[がんらい],がんらい,ganrai,副,原本；本來,彼[かれ]は 元来[がんらい] 真面目[まじめ]な 性格[せいかく]だ。,他原本就是認真的個性。
N2,副詞（N2）,元々,元々[もともと],もともと,motomoto,副,原本；本來,この 土地[とち]は 元々[もともと] 畑[はたけ]だった。,這塊地原本是田地。
N2,副詞（N2）,本来,本来[ほんらい],ほんらい,honrai,副,本來；原本,本来[ほんらい]なら 今日[きょう]が 締[し]め 切[き]りのはずだ。,照理說今天應該是截止日。
N2,副詞（N2）,かつて,かつて,かつて,katsute,副,曾經；以前,ここはかつて 城[しろ]があった 場所[ばしょ]だ。,這裡曾經是有城堡的地方。
N2,副詞（N2）,いまだ,いまだ,いまだ,imada,副,仍未；至今尚,事故[じこ]の 原因[げんいん]はいまだ 分[わ]かっていない。,事故的原因至今仍不清楚。
N2,副詞（N2）,未だに,未[いま]だに,いまだに,imadani,副,至今仍；依然,彼[かれ]からの 返事[へんじ]は 未[いま]だに 来[こ]ない。,他的回覆至今仍未到。
N2,副詞（N2）,もはや,もはや,もはや,mohaya,副,已經；為時已晚,もはや 後戻[あともど]りはできない。,已經無法回頭了。
N2,副詞（N2）,今や,今[いま]や,いまや,imaya,副,如今；現在正是,彼女[かのじょ]は 今[いま]や 国民的[こくみんてき]なスターだ。,她如今是全民明星。
N2,副詞（N2）,早くも,早[はや]くも,はやくも,hayakumo,副,早早地；很快就,発売[はつばい]から 早[はや]くも 売[う]り 切[き]れた。,開賣後很快就售罄了。
N2,副詞（N2）,遅くとも,遅[おそ]くとも,おそくとも,osokutomo,副,最晚；至遲,遅[おそ]くとも 五時[ごじ]までには 着[つ]きます。,最晚五點前會到。
N2,副詞（N2）,追って,追[お]って,おって,otte,副,隨後；日後,詳細[しょうさい]は 追[お]ってご 連絡[れんらく]します。,詳情隨後再通知您。
N2,副詞（N2）,追い追い,追い追[おいお]い,おいおい,oioi,副,漸漸；逐步,仕事[しごと]は 追[お]い 追[お]い 覚[おぼ]えていけばいい。,工作慢慢學會就好。
N2,副詞（N2）,やがて,やがて,やがて,yagate,副,不久；終將,春[はる]が 来[く]れば、やがて 桜[さくら]も 咲[さ]く。,春天一到，不久櫻花也會開。
N2,副詞（N2）,ほどなく,ほどなく,ほどなく,hodonaku,副,不久；沒多久,電車[でんしゃ]はほどなく 発車[はっしゃ]します。,電車不久就要發車。
N2,副詞（N2）,じきに,じきに,じきに,jikini,副,馬上；很快,薬[くすり]を 飲[の]めばじきに 治[なお]ります。,吃了藥很快就會好。
N2,副詞（N2）,ゆくゆく,ゆくゆく,ゆくゆく,yukuyuku,副,將來；未來,ゆくゆくは 自分[じぶん]の 店[みせ]を 持[も]ちたい。,將來想擁有自己的店。
N2,副詞（N2）,あらかじめ,あらかじめ,あらかじめ,arakajime,副,事先；預先,あらかじめ 資料[しりょう]を 用意[ようい]しておいた。,事先準備好了資料。
N2,副詞（N2）,兼ねてから,兼[か]ねてから,かねてから,kanetekara,副,從以前就,兼[か]ねてから 疑問[ぎもん]に 思[おも]っていた。,從以前就一直覺得有疑問。
N2,副詞（N2）,あたかも,あたかも,あたかも,atakamo,副,宛如；恰似,あたかも 本物[ほんもの]のように 精巧[せいこう]だ。,宛如真品一般精巧。
N2,副詞（N2）,さながら,さながら,さながら,sanagara,副,宛如；簡直像,その 光景[こうけい]はさながら 絵[え]のようだ。,那景象簡直像幅畫。
N2,副詞（N2）,恰も,恰[あたか]も,あたかも,atakamo,副,恰似；正如,恰[あたか]も 夢[ゆめ]を 見[み]ているかのようだった。,宛如在做夢一般。
N2,副詞（N2）,言わば,言[い]わば,いわば,iwaba,副,可以說；所謂,彼[かれ]は 言[い]わばチームの 頭脳[ずのう]だ。,他可說是團隊的大腦。
N2,副詞（N2）,いわば,いわば,いわば,iwaba,副,可以說；換言之,これはいわば 会社[かいしゃ]の 顔[かお]だ。,這可說是公司的門面。
N2,副詞（N2）,言うなれば,言[い]うなれば,いうなれば,iunareba,副,說起來；打個比方,言[い]うなれば 彼[かれ]は 生[い]き 字引[じびき]だ。,說起來他就是本活字典。
N2,副詞（N2）,強いて,強[し]いて,しいて,shiite,副,勉強；硬要,強[し]いて 言[い]えば 和食[わしょく]のほうが 好[す]きだ。,硬要說的話我比較喜歡日式料理。
N2,副詞（N2）,あえて,あえて,あえて,aete,副,敢於；特意,あえて 厳[きび]しいことを 言[い]わせてもらう。,請容我特意說些嚴厲的話。
N2,副詞（N2）,敢えて,敢[あ]えて,あえて,aete,副,刻意；毅然,敢[あ]えて 危険[きけん]な 道[みち]を 選[えら]んだ。,刻意選了危險的路。
N2,副詞（N2）,ことさら,ことさら,ことさら,kotosara,副,特意；格外,ことさら 大[おお]げさに 騒[さわ]ぐ 必要[ひつよう]はない。,沒必要特意大驚小怪。
N2,副詞（N2）,殊更,殊更[ことさら],ことさら,kotosara,副,格外；故意,殊更[ことさら] 冷[つめ]たい 態度[たいど]をとった。,故意擺出格外冷淡的態度。
N2,副詞（N2）,むやみに,むやみに,むやみに,muyamini,副,胡亂；過度,むやみに 他人[たにん]を 信用[しんよう]してはいけない。,不可胡亂相信他人。
N2,副詞（N2）,やたらに,やたらに,やたらに,yatarani,副,胡亂；過分,やたらに 間食[かんしょく]をするのは 体[からだ]に 悪[わる]い。,亂吃零食對身體不好。
N2,副詞（N2）,むしょうに,むしょうに,むしょうに,mushōni,副,無比；莫名地,故郷[こきょう]がむしょうに 恋[こい]しくなった。,莫名地非常想念故鄉。
N2,副詞（N2）,一概に,一概[いちがい]に,いちがいに,ichigaini,副,一概；籠統,それが 悪[わる]いとは 一概[いちがい]に 言[い]えない。,不能一概地說那是壞事。
N2,副詞（N2）,一様に,一様[いちよう]に,いちように,ichiyōni,副,一致；同樣地,参加者[さんかしゃ]は 一様[いちよう]に 驚[おどろ]いた。,參加者一致地感到驚訝。
N2,副詞（N2）,一律に,一律[いちりつ]に,いちりつに,ichiritsuni,副,一律；統一,料金[りょうきん]は 一律[いちりつ]に 千円[せんえん]です。,費用一律一千日圓。
N2,副詞（N2）,概して,概[がい]して,がいして,gaishite,副,大致；一般而言,今年[ことし]は 概[がい]して 天気[てんき]が 良[よ]かった。,今年天氣大致不錯。
N2,副詞（N2）,総じて,総[そう]じて,そうじて,sōjite,副,總的來說,総[そう]じて 評判[ひょうばん]は 良[よ]かった。,總的來說評價不錯。
N2,副詞（N2）,押しなべて,押[お]しなべて,おしなべて,oshinabete,副,普遍；一律,今年[ことし]の 作物[さくもつ]は 押[お]しなべて 出来[でき]が 良[よ]い。,今年的作物普遍收成好。
N2,副詞（N2）,得てして,得[え]てして,えてして,eteshite,副,往往；容易,天才[てんさい]は 得[え]てして 孤独[こどく]だ。,天才往往是孤獨的。
N2,副詞（N2）,ともすれば,ともすれば,ともすれば,tomosureba,副,動不動就；往往,ともすれば 怠[なま]けてしまいがちだ。,動不動就容易偷懶。
N2,副詞（N2）,ややもすると,ややもすると,ややもすると,yayamosuruto,副,動輒；往往,ややもすると 初心[しょしん]を 忘[わす]れがちだ。,往往容易忘記初衷。
N2,副詞（N2）,どうかすると,どうかすると,どうかすると,dōkasuruto,副,有時；一不小心,どうかすると 約束[やくそく]を 忘[わす]れてしまう。,一不小心就會忘記約定。
N2,副詞（N2）,まかり間違えば,まかり間違[まちが]えば,まかりまちがえば,makarimachigaeba,副,萬一出錯,まかり 間違[まちが]えば 大事故[だいじこ]になる。,萬一出錯就會釀成大事故。
N2,副詞（N2）,あわよくば,あわよくば,あわよくば,awayokuba,副,順利的話；若運氣好,あわよくば 優勝[ゆうしょう]も 狙[ねら]える。,運氣好的話還能爭取冠軍。
N2,副詞（N2）,どうにかこうにか,どうにかこうにか,どうにかこうにか,dōnikakōnika,副,好不容易；勉勉強強,どうにかこうにか 締[し]め 切[き]りに 間[ま]に 合[あ]った。,好不容易趕上了截止期限。
N2,副詞（N2）,曲がりなりにも,曲[ま]がりなりにも,まがりなりにも,magarinarinimo,副,好歹；勉強算,曲[ま]がりなりにも 仕事[しごと]を 終[お]えた。,好歹把工作完成了。
N2,副詞（N2）,即座に,即座[そくざ]に,そくざに,sokuzani,副,立即；當場,質問[しつもん]に 即座[そくざ]に 答[こた]えた。,當場立即回答了問題。
N2,副詞（N2）,咄嗟に,咄嗟[とっさ]に,とっさに,tossani,副,瞬間；一剎那,咄嗟[とっさ]に 子供[こども]の 手[て]をつかんだ。,瞬間抓住了孩子的手。
N2,副詞（N2）,とっさに,とっさに,とっさに,tossani,副,一瞬間；當機立斷,危険[きけん]を 感[かん]じてとっさに 身[み]をかわした。,感到危險瞬間閃身避開。
N2,副詞（N2）,間髪入れず,間髪入[かんはつい]れず,かんはついれず,kanhatsuirezu,副,毫不遲疑；間不容髮,間髪[かんはつ] 入[い]れず 反論[はんろん]した。,毫不遲疑地提出反駁。
N2,副詞（N2）,矢継ぎ早に,矢継ぎ早[やつぎばや]に,やつぎばやに,yatsugibayani,副,接連不斷；一個接一個,記者[きしゃ]が 矢継[やつ]ぎ 早[ばや]に 質問[しつもん]した。,記者接連不斷地提問。
N2,副詞（N2）,立て続けに,立て続[たてつづ]けに,たてつづけに,tatetsuzukeni,副,接二連三；連續,立[た]て 続[つづ]けに 三杯[さんばい]コーヒーを 飲[の]んだ。,接連喝了三杯咖啡。
N2,副詞（N2）,引き続き,引き続[ひきつづ]き,ひきつづき,hikitsuzuki,副,繼續；接著,引[ひ]き 続[つづ]き 会議[かいぎ]を 行[おこな]います。,接著繼續開會。
N2,副詞（N2）,相次いで,相次[あいつ]いで,あいついで,aitsuide,副,接連；相繼,有名[ゆうめい]な 店[みせ]が 相次[あいつ]いで 閉店[へいてん]した。,知名店家相繼歇業。
